Current Real Time,Time Elapsed (sec),Local Server Time,Remote Est Time,Diff
6588383104,1368.95,1371198438,,#N/A
6588484232,1369.05,1371299565,1371276060,-23505
6588883105,1369.45,1371698438,,#N/A
6589383106,1369.95,1372198440,,#N/A
6589486868,1370.05,1372302201,1372278638,-23563
6589883108,1370.45,1372698442,,#N/A
6590383110,1370.95,1373198443,,#N/A
6590489522,1371.06,1373304856,1373281242,-23614
6590883111,1371.45,1373698445,,#N/A
6591383114,1371.95,1374198447,,#N/A
6591492304,1372.06,1374307637,1374284117,-23520
6591883115,1372.45,1374698449,,#N/A
6592383116,1372.95,1375198449,,#N/A
6592496545,1373.06,1375311878,1375287755,-24123
6592883118,1373.45,1375698451,,#N/A
6593383120,1373.95,1376198453,,#N/A
6593499438,1374.07,1376314772,1376291252,-23520
6593883123,1374.45,1376698458,,#N/A
6594383125,1374.95,1377198458,,#N/A
6594501234,1375.07,1377316568,1377292379,-24189
6594883127,1375.45,1377698461,,#N/A
6595383131,1375.95,1378198464,,#N/A
6595504047,1376.07,1378319380,1378295591,-23789
6595883133,1376.45,1378698466,,#N/A
6596383136,1376.95,1379198470,,#N/A
6596507290,1377.07,1379322624,1379298665,-23959
6596883140,1377.45,1379698474,,#N/A
6597383143,1377.95,1380198477,,#N/A
6597509974,1378.08,1380325309,1380301678,-23631
6597883145,1378.45,1380698478,,#N/A
6598383153,1378.95,1381198488,,#N/A
6598523528,1379.09,1381338863,1381309898,-28965
6598883155,1379.45,1381698488,,#N/A
6599383157,1379.95,1382198490,,#N/A
6599526682,1380.09,1382342016,1382318238,-23778
6599883158,1380.45,1382698491,,#N/A
6600383169,1380.95,1383198503,,#N/A
6600530127,1381.1,1383345461,1383321787,-23674
6600883171,1381.45,1383698506,,#N/A
6601383172,1381.95,1384198505,,#N/A
6601533897,1382.1,1384349231,1384325040,-24191
6601883174,1382.45,1384698507,,#N/A
6602383180,1382.95,1385198514,,#N/A
6602536873,1383.1,1385352207,1385328315,-23892
6602883185,1383.45,1385698519,,#N/A
6603383186,1383.95,1386198519,,#N/A
6603539531,1384.11,1386354865,1386330966,-23899
6603883189,1384.45,1386698523,,#N/A
6604383196,1384.95,1387198530,,#N/A
6604543031,1385.11,1387358364,1387334457,-23907
6604883198,1385.45,1387698531,,#N/A
6605383199,1385.95,1388198532,,#N/A
6605545758,1386.11,1388361092,1388337198,-23894
6605883200,1386.45,1388698533,,#N/A
6606383201,1386.95,1389198535,,#N/A
6606548410,1387.11,1389363743,1389339857,-23886
6606883203,1387.45,1389698537,,#N/A
6607383204,1387.95,1390198537,,#N/A
6607550943,1388.12,1390366276,1390342259,-24017
6607883205,1388.45,1390698538,,#N/A
6608383206,1388.95,1391198539,,#N/A
6608554202,1389.12,1391369535,1391345621,-23914
6608883209,1389.45,1391698543,,#N/A
6609383211,1389.95,1392198544,,#N/A
6609557639,1390.12,1392372973,1392348664,-24309
6609883213,1390.45,1392698546,,#N/A
6610383215,1390.95,1393198548,,#N/A
6610561438,1391.13,1393376772,1393352783,-23989
6610883216,1391.45,1393698550,,#N/A
6611383217,1391.95,1394198550,,#N/A
6611564703,1392.13,1394380036,1394356109,-23927
6611883219,1392.45,1394698552,,#N/A
6612383221,1392.95,1395198554,,#N/A
6612567922,1393.13,1395383255,1395358924,-24331
6612883223,1393.45,1395698556,,#N/A
6613383225,1393.95,1396198558,,#N/A
6613582100,1394.15,1396397434,1396378992,-18442
6613883226,1394.45,1396698559,,#N/A
6614383227,1394.95,1397198560,,#N/A
6614585122,1395.15,1397400456,1397376538,-23918
6614883228,1395.45,1397698562,,#N/A
6615383234,1395.95,1398198569,,#N/A
6615588181,1396.15,1398403516,1398379493,-24023
6615883235,1396.45,1398698569,,#N/A
6616383237,1396.95,1399198571,,#N/A
6616589968,1397.16,1399405302,1399380899,-24403
6616883238,1397.45,1399698572,,#N/A
6617383241,1397.95,1400198574,,#N/A
6617686564,1398.25,1400501898,1400430803,#N/A
6617883242,1398.45,1400698575,,#N/A
6618383243,1398.95,1401198576,,#N/A
6618701847,1399.27,1401517181,1401499455,-17726
6618883244,1399.45,1401698577,,#N/A
6619383245,1399.95,1402198578,,#N/A
6619704831,1400.27,1402520164,1402496009,-24155
6619883246,1400.45,1402698579,,#N/A
6620383250,1400.95,1403198584,,#N/A
6620707932,1401.27,1403523266,1403499182,-24084
6620883251,1401.45,1403698584,,#N/A
6621383252,1401.95,1404198586,,#N/A
6621734487,1402.3,1404549821,1404536526,-13295
6621883253,1402.45,1404698588,,#N/A
6622383321,1402.95,1405198660,,#N/A
6622736716,1403.3,1405552050,1405527765,-24285
6622883323,1403.45,1405698656,,#N/A
6623383324,1403.95,1406198658,,#N/A
6623739399,1404.31,1406554733,1406530492,-24241
6623883326,1404.45,1406698659,,#N/A
6624383328,1404.95,1407198661,,#N/A
6624742024,1405.31,1407557357,1407533140,-24217
6624883329,1405.45,1407698663,,#N/A
6625383330,1405.95,1408198663,,#N/A
6625744876,1406.31,1408560210,1408536038,-24172
6625883331,1406.45,1408698665,,#N/A
6626383332,1406.95,1409198665,,#N/A
6626747967,1407.31,1409563301,1409538845,-24456
6626883334,1407.45,1409698667,,#N/A
6627383339,1407.95,1410198673,,#N/A
6627750138,1408.32,1410565472,1410540263,-25209
6627883340,1408.45,1410698674,,#N/A
6628383342,1408.95,1411198675,,#N/A
6628753204,1409.32,1411568539,1411544196,-24343
6628883345,1409.45,1411698679,,#N/A
6629383346,1409.95,1412198680,,#N/A
6629756782,1410.32,1412572116,1412547620,-24496
6629883347,1410.45,1412698681,,#N/A
6630383349,1410.95,1413198682,,#N/A
6630760329,1411.33,1413575663,1413551170,-24493
6630883350,1411.45,1413698683,,#N/A
6631383353,1411.95,1414198688,,#N/A
6631762626,1412.33,1414577960,1414552672,-25288
6631883355,1412.45,1414698688,,#N/A
6632383357,1412.95,1415198690,,#N/A
6632764399,1413.33,1415579733,1415554730,-25003
6632883359,1413.45,1415698692,,#N/A
6633383361,1413.95,1416198694,,#N/A
6633766275,1414.33,1416581609,1416556680,-24929
6633883362,1414.45,1416698695,,#N/A
6634383364,1414.95,1417198698,,#N/A
6634769401,1415.34,1417584735,1417560352,-24383
6634883368,1415.45,1417698701,,#N/A
6635383369,1415.95,1418198702,,#N/A
6635772599,1416.34,1418587932,1418563240,-24692
6635883389,1416.45,1418698723,,#N/A
6636383390,1416.95,1419198724,,#N/A
6636776407,1417.34,1419591741,1419567130,-24611
6636883391,1417.45,1419698724,,#N/A
6637383392,1417.95,1420198725,,#N/A
6637777952,1418.34,1420593286,1420568391,-24895
6637883400,1418.45,1420698733,,#N/A
6638383401,1418.95,1421198735,,#N/A
6638780809,1419.35,1421596143,1421571502,-24641
6638883402,1419.45,1421698736,,#N/A
6639383404,1419.95,1422198737,,#N/A
6639784301,1420.35,1422599636,1422574993,-24643
6639883408,1420.45,1422698743,,#N/A
6640383410,1420.95,1423198743,,#N/A
6640786906,1421.35,1423602239,1423577701,-24538
6640883412,1421.45,1423698745,,#N/A
6641383415,1421.95,1424198750,,#N/A
6641788831,1422.36,1424604164,1424578927,-25237
6641883419,1422.45,1424698753,,#N/A
6642383420,1422.95,1425198753,,#N/A
6642843656,1423.41,1425658990,1425659611,621
6642883441,1423.45,1425698775,,#N/A
6643383443,1423.95,1426198776,,#N/A
6643847365,1424.41,1426662698,1426638010,-24688
6643883655,1424.45,1426698989,,#N/A
6644383657,1424.95,1427198990,,#N/A
6644850297,1425.42,1427665631,1427641177,-24454
6644883664,1425.45,1427698998,,#N/A
6645383665,1425.95,1428199000,,#N/A
6645852754,1426.42,1428668088,1428643555,-24533
6645883666,1426.45,1428699000,,#N/A
6646383669,1426.95,1429199002,,#N/A
6646862337,1427.43,1429677670,1429656475,-21195
6646883670,1427.45,1429699003,,#N/A
6647383671,1427.95,1430199005,,#N/A
6647865598,1428.43,1430680932,1430656078,-24854
6647883672,1428.45,1430699006,,#N/A
6648383674,1428.95,1431199007,,#N/A
6648869306,1429.44,1431684641,1431659664,-24977
6648883676,1429.45,1431699010,,#N/A
6649383678,1429.95,1432199011,,#N/A
6649872440,1430.44,1432687775,1432663080,-24695
6649883682,1430.45,1432699015,,#N/A
6650383684,1430.95,1433199017,,#N/A
6650875398,1431.44,1433690732,1433665820,-24912
6650883685,1431.45,1433699019,,#N/A
6651383686,1431.95,1434199020,,#N/A
6651878611,1432.44,1434693945,1434669211,-24734
6651883687,1432.45,1434699020,,#N/A
6652383689,1432.95,1435199023,,#N/A
6652882265,1433.45,1435697600,1435672430,-25170
6652883696,1433.45,1435699031,,#N/A
6653383698,1433.95,1436199033,,#N/A
6653885151,1434.45,1436700484,1436675117,-25367
6653885164,1434.45,1436700498,,#N/A
6654385166,1434.95,1437200499,,#N/A
6654887552,1435.45,1437702886,1437677264,-25622
6654887569,1435.45,1437702903,,#N/A
6655387570,1435.95,1438202903,,#N/A
6655890373,1436.46,1438705707,1438681151,-24556
6655890381,1436.46,1438705715,,#N/A
6656390382,1436.96,1439205715,,#N/A
6656890383,1437.46,1439705716,,#N/A
6656892107,1437.46,1439707441,1439682020,-25421
6657390384,1437.96,1440205718,,#N/A
6657890385,1438.46,1440705718,,#N/A
6657894859,1438.46,1440710193,1440685301,-24892
6658390386,1438.96,1441205719,,#N/A
6658890392,1439.46,1441705725,,#N/A
6658897939,1439.46,1441713273,1441688408,-24865
6659390394,1439.96,1442205727,,#N/A
6659890397,1440.46,1442705730,,#N/A
6659901171,1440.47,1442716505,1442691403,-25102
6660390401,1440.96,1443205734,,#N/A
6660890409,1441.46,1443705744,,#N/A
6660905761,1441.47,1443721096,1443695808,-25288
6661390410,1441.96,1444205744,,#N/A
6661890413,1442.46,1444705746,,#N/A
6661909138,1442.48,1444724472,1444699835,-24637
6662390415,1442.96,1445205750,,#N/A
6662890416,1443.46,1445705750,,#N/A
6662911115,1443.48,1445726448,1445700973,-25475
6663390417,1443.96,1446205751,,#N/A
6663890418,1444.46,1446705751,,#N/A
6663914215,1444.48,1446729549,1446704679,-24870
6664390421,1444.96,1447205755,,#N/A
6664890430,1445.46,1447705764,,#N/A
6664917164,1445.48,1447732497,1447707653,-24844
6665390431,1445.96,1448205765,,#N/A
6665890433,1446.46,1448705767,,#N/A
6665920103,1446.49,1448735436,1448710472,-24964
6666390435,1446.96,1449205770,,#N/A
6666890436,1447.46,1449705770,,#N/A
6666923394,1447.49,1449738728,1449713998,-24730
6667390441,1447.96,1450205775,,#N/A
6667890444,1448.46,1450705778,,#N/A
6668028331,1448.59,1450843666,1450767310,#N/A
6668390448,1448.96,1451205782,,#N/A
6668890453,1449.46,1451705787,,#N/A
6669031807,1449.6,1451847141,1451822205,-24936
6669390454,1449.96,1452205788,,#N/A
6669890457,1450.46,1452705791,,#N/A
6670035152,1450.6,1452850486,1452825679,-24807
6670390458,1450.96,1453205791,,#N/A
6670890460,1451.46,1453705794,,#N/A
6671038640,1451.6,1453853974,1453828711,-25263
6671390461,1451.96,1454205795,,#N/A
6671890464,1452.46,1454705798,,#N/A
6672041639,1452.61,1454856973,1454831962,-25011
6672390465,1452.96,1455205798,,#N/A
6672890466,1453.46,1455705799,,#N/A
6673045346,1453.61,1455860679,1455835446,-25233
6673390467,1453.96,1456205800,,#N/A
6673890469,1454.46,1456705802,,#N/A
6674048985,1454.62,1456864318,1456838945,-25373
6674390470,1454.96,1457205804,,#N/A
6674890471,1455.46,1457705804,,#N/A
6675052352,1455.62,1457867686,1457842653,-25033
6675390472,1455.96,1458205806,,#N/A
6675890473,1456.46,1458705807,,#N/A
6676055890,1456.62,1458871225,1458846186,-25039
6676392171,1456.96,1459207507,,#N/A
6676892174,1457.46,1459707508,,#N/A
6677059416,1457.63,1459874750,1459850010,-24740
6677392175,1457.96,1460207509,,#N/A
6677892178,1458.46,1460707513,,#N/A
6678062438,1458.63,1460877772,1460852600,-25172
6678392179,1458.96,1461207512,,#N/A
6678892181,1459.46,1461707515,,#N/A
6679065706,1459.63,1461881040,1461855840,-25200
6679392182,1459.96,1462207515,,#N/A
6679892185,1460.46,1462707518,,#N/A
6680068955,1460.64,1462884289,1462859277,-25012
6680392187,1460.96,1463207520,,#N/A
6680892188,1461.46,1463707522,,#N/A
6681072779,1461.64,1463888113,1463863350,-24763
6681392189,1461.96,1464207523,,#N/A
6681892193,1462.46,1464707527,,#N/A
6682075928,1462.64,1464891262,1464866100,-25162
6682392194,1462.96,1465207528,,#N/A
6682892196,1463.46,1465707530,,#N/A
6683078053,1463.64,1465893387,1465867350,-26037
6683392197,1463.96,1466207530,,#N/A
6683892201,1464.46,1466707534,,#N/A
6684080991,1464.65,1466896324,1466871056,-25268
6684392569,1464.96,1467207903,,#N/A
6684892570,1465.46,1467707903,,#N/A
6685084063,1465.65,1467899396,1467874151,-25245
6685392572,1465.96,1468207905,,#N/A
6685892574,1466.46,1468707907,,#N/A
6686088024,1466.65,1468903358,1468877695,-25663
6686392575,1466.96,1469207908,,#N/A
6686892579,1467.46,1469707913,,#N/A
6687091268,1467.66,1469906601,1469881275,-25326
6687392581,1467.96,1470207914,,#N/A
6687892585,1468.46,1470707919,,#N/A
6688094296,1468.66,1470909629,1470884317,-25312
6688392586,1468.96,1471207920,,#N/A
6688892587,1469.46,1471707920,,#N/A
6689103211,1469.67,1471918546,1471896010,-22536
6689392592,1469.96,1472207925,,#N/A
6689892593,1470.46,1472707926,,#N/A
6690105302,1470.67,1472920637,1472894429,-26208
6690392595,1470.96,1473207928,,#N/A
6690892597,1471.46,1473707931,,#N/A
6691108811,1471.67,1473924145,1473898566,-25579
6691392598,1471.96,1474207931,,#N/A
6691892601,1472.46,1474707935,,#N/A
6692263575,1472.83,1475078910,1474977526,#N/A
6692392603,1472.96,1475207937,,#N/A
6692892604,1473.46,1475707938,,#N/A
6693268534,1473.83,1476083868,1476058610,-25258
6693392605,1473.96,1476207939,,#N/A
6693892607,1474.46,1476707941,,#N/A
6694272791,1474.84,1477088125,1477063089,-25036
6694392608,1474.96,1477207941,,#N/A
6694892609,1475.46,1477707942,,#N/A
6695277171,1475.84,1478092505,1478066588,-25917
6695392753,1475.96,1478208090,,#N/A
6695892755,1476.46,1478708088,,#N/A
6696281194,1476.85,1479096528,1479071263,-25265
6696392757,1476.96,1479208090,,#N/A
6696892760,1477.46,1479708094,,#N/A
6697284945,1477.85,1480100279,1480074657,-25622
6697392763,1477.96,1480208097,,#N/A
6697892765,1478.46,1480708098,,#N/A
6698289006,1478.86,1481104340,1481078753,-25587
6698392767,1478.96,1481208101,,#N/A
6698892770,1479.46,1481708104,,#N/A
6699292335,1479.86,1482107669,1482082174,-25495
6699392771,1479.96,1482208104,,#N/A
6699892775,1480.46,1482708109,,#N/A
6700296178,1480.86,1483111513,1483085729,-25784
6700392781,1480.96,1483208115,,#N/A
6700892782,1481.46,1483708115,,#N/A
6701300011,1481.87,1484115345,1484089484,-25861
6701392783,1481.96,1484208116,,#N/A
6701892787,1482.46,1484708121,,#N/A
6702305391,1482.87,1485120725,1485095902,-24823
6702392789,1482.96,1485208122,,#N/A
6702892790,1483.46,1485708123,,#N/A
6703308403,1483.87,1486123736,1486098335,-25401
6703392791,1483.96,1486208124,,#N/A
6703892793,1484.46,1486708126,,#N/A
6704311695,1484.88,1487127030,1487101185,-25845
6704392794,1484.96,1487208128,,#N/A
6704892795,1485.46,1487708128,,#N/A
6705314888,1485.88,1488130222,1488104425,-25797
6705392801,1485.96,1488208135,,#N/A
6705892805,1486.46,1488708139,,#N/A
6706318489,1486.88,1489133822,1489108088,-25734
6706392806,1486.96,1489208140,,#N/A
6706892807,1487.46,1489708140,,#N/A
6707321770,1487.89,1490137104,1490111474,-25630
6707392813,1487.96,1490208147,,#N/A
6707892815,1488.46,1490708148,,#N/A
6708325438,1488.89,1491140772,1491114898,-25874
6708392817,1488.96,1491208150,,#N/A
6708892818,1489.46,1491708151,,#N/A
6709329657,1489.9,1492144992,1492119034,-25958
6709392826,1489.96,1492208160,,#N/A
6709892830,1490.46,1492708164,,#N/A
6710332815,1490.9,1493148149,1493122651,-25498
6710392831,1490.96,1493208164,,#N/A
6710892833,1491.46,1493708166,,#N/A
6711336243,1491.9,1494151577,1494125525,-26052
6711392834,1491.96,1494208167,,#N/A
6711892835,1492.46,1494708169,,#N/A
6712339621,1492.91,1495154955,1495129044,-25911
6712392838,1492.96,1495208171,,#N/A
6712892842,1493.46,1495708176,,#N/A
6713343493,1493.91,1496158827,1496132854,-25973
6713392845,1493.96,1496208179,,#N/A
6713892846,1494.46,1496708179,,#N/A
6714347178,1494.91,1497162513,1497136674,-25839
6714392849,1494.96,1497208184,,#N/A
6714892850,1495.46,1497708183,,#N/A
6715350826,1495.92,1498166160,1498140083,-26077
6715392854,1495.96,1498208187,,#N/A
6715892855,1496.46,1498708189,,#N/A
6716353953,1496.92,1499169287,1499143565,-25722
6716392856,1496.96,1499208189,,#N/A
6716892857,1497.46,1499708190,,#N/A
6717357867,1497.92,1500173202,1500146950,-26252
6717392861,1497.96,1500208195,,#N/A
6717892862,1498.46,1500708195,,#N/A
6718361296,1498.93,1501176630,1501150879,-25751
6718392864,1498.96,1501208198,,#N/A
6718892869,1499.46,1501708202,,#N/A
6719365293,1499.93,1502180628,1502154462,-26166
6719392874,1499.96,1502208209,,#N/A
6719892878,1500.46,1502708212,,#N/A
6720368435,1500.93,1503183769,1503157627,-26142
6720392882,1500.96,1503208216,,#N/A
6720892887,1501.46,1503708220,,#N/A
6721372794,1501.94,1504188129,1504161866,-26263
6721392895,1501.96,1504208230,,#N/A
6721892896,1502.46,1504708230,,#N/A
6722383603,1502.95,1505198937,1505176868,-22069
6722392897,1502.96,1505208231,,#N/A
6722892898,1503.46,1505708232,,#N/A
6723386975,1503.95,1506202308,1506176140,-26168
6723392900,1503.96,1506208233,,#N/A
6723892902,1504.46,1506708236,,#N/A
6724390870,1504.96,1507206204,1507180557,-25647
6724392904,1504.96,1507208239,,#N/A
6724892905,1505.46,1507708238,,#N/A
6725395677,1505.96,1508211012,1508184543,-26469
6725395699,1505.96,1508211034,,#N/A
6725895700,1506.46,1508711034,,#N/A
6726407382,1506.97,1509222715,1509200880,-21835
6726407389,1506.97,1509222722,,#N/A
6726907391,1507.47,1509722725,,#N/A
6727411282,1507.98,1510226616,1510201104,-25512
6727411293,1507.98,1510226626,,#N/A
6727911295,1508.48,1510726629,,#N/A
6728411296,1508.98,1511226630,,#N/A
6728415098,1508.98,1511230432,1511204156,-26276
6728911300,1509.48,1511726634,,#N/A
6729411304,1509.98,1512226639,,#N/A
6729423237,1509.99,1512238572,1512214981,-23591
6729911305,1510.48,1512726640,,#N/A
6730411315,1510.98,1513226648,,#N/A
6730426607,1510.99,1513241941,1513215542,-26399
6730911316,1511.48,1513726649,,#N/A
6731411318,1511.98,1514226652,,#N/A
6731429488,1512,1514244821,1514218375,-26446
6731911319,1512.48,1514726654,,#N/A
6732411320,1512.98,1515226654,,#N/A
6732433374,1513,1515248708,1515222393,-26315
6732911322,1513.48,1515726655,,#N/A
6733411323,1513.98,1516226656,,#N/A
6733436376,1514,1516251710,1516225609,-26101
6733911325,1514.48,1516726659,,#N/A
6734411326,1514.98,1517226659,,#N/A
6734439756,1515.01,1517255089,1517228675,-26414
6734911332,1515.48,1517726666,,#N/A
6735411336,1515.98,1518226670,,#N/A
6735443434,1516.01,1518258769,1518232668,-26101
6735911339,1516.48,1518726673,,#N/A
6736411341,1516.98,1519226674,,#N/A
6736463679,1517.03,1519279012,1519260967,-18045
6736911342,1517.48,1519726676,,#N/A
6737411343,1517.98,1520226676,,#N/A
6737467245,1518.03,1520282579,1520256635,-25944
6737911458,1518.48,1520726792,,#N/A
6738411459,1518.98,1521226794,,#N/A
6738476480,1519.04,1521291815,1521262363,-29452
6738911463,1519.48,1521726798,,#N/A
6739411467,1519.98,1522226800,,#N/A
6739479913,1520.05,1522295247,1522269178,-26069
6739911469,1520.48,1522726803,,#N/A
6740411471,1520.98,1523226805,,#N/A
6740483327,1521.05,1523298660,1523272149,-26511
6740911473,1521.48,1523726807,,#N/A
6741411475,1521.98,1524226809,,#N/A
6741487437,1522.05,1524302772,1524276860,-25912
6741911477,1522.48,1524726811,,#N/A
6742411480,1522.98,1525226814,,#N/A
6742491305,1523.06,1525306638,1525280285,-26353
6742911718,1523.48,1525727053,,#N/A
6743411719,1523.98,1526227053,,#N/A
6743493057,1524.06,1526308391,1526281424,-26967
6743911720,1524.48,1526727053,,#N/A
6744411722,1524.98,1527227055,,#N/A
6744494613,1525.06,1527309946,1527283024,-26922
6744911724,1525.48,1527727058,,#N/A
6745411727,1525.98,1528227060,,#N/A
6745497922,1526.06,1528313255,1528286830,-26425
6745911927,1526.48,1528727261,,#N/A
6746412061,1526.98,1529227524,,#N/A
6746500594,1527.07,1529315928,1529289661,-26267
6746912198,1527.48,1529727531,,#N/A
6747412490,1527.98,1530227824,,#N/A
6747502399,1528.07,1530317733,1530290801,-26932
6747912492,1528.48,1530727825,,#N/A
6748412554,1528.98,1531227887,,#N/A
6748505397,1529.07,1531320731,1531294308,-26423
6748912685,1529.48,1531728018,,#N/A
6749412687,1529.98,1532228020,,#N/A
6749508446,1530.07,1532323779,1532297406,-26373
6749912689,1530.48,1532728023,,#N/A
6750412690,1530.98,1533228024,,#N/A
6750511983,1531.08,1533327317,1533300613,-26704
6750912692,1531.48,1533728025,,#N/A
6751412694,1531.98,1534228027,,#N/A
6751513766,1532.08,1534329100,1534302106,-26994
6751912695,1532.48,1534728028,,#N/A
6752412696,1532.98,1535228030,,#N/A
6752521417,1533.09,1535336750,1535312869,-23881
6752912698,1533.48,1535728032,,#N/A
6753412699,1533.98,1536228033,,#N/A
6753523065,1534.09,1536338399,1536311238,-27161
6753912700,1534.48,1536728033,,#N/A
6754412701,1534.98,1537228034,,#N/A
6754526927,1535.09,1537342261,1537315838,-26423
6754912721,1535.48,1537728054,,#N/A
6755412722,1535.98,1538228055,,#N/A
6755530985,1536.1,1538346318,1538319609,-26709
6755912723,1536.48,1538728056,,#N/A
6756412724,1536.98,1539228057,,#N/A
6756534052,1537.1,1539349386,1539322614,-26772
6756912725,1537.48,1539728059,,#N/A
6757412726,1537.98,1540228059,,#N/A
6757537517,1538.1,1540352850,1540326012,-26838
6757912727,1538.48,1540728060,,#N/A
6758412728,1538.98,1541228062,,#N/A
6758541148,1539.11,1541356481,1541329508,-26973
6758912729,1539.48,1541728062,,#N/A
6759412731,1539.98,1542228064,,#N/A
6759544321,1540.11,1542359654,1542332976,-26678
6759912734,1540.48,1542728067,,#N/A
6760412735,1540.98,1543228068,,#N/A
6760548838,1541.12,1543364172,1543338511,-25661
6760912737,1541.48,1543728070,,#N/A
6761412739,1541.98,1544228073,,#N/A
6761551633,1542.12,1544366966,1544340317,-26649
6761913242,1542.48,1544728577,,#N/A
6762413243,1542.98,1545228576,,#N/A
6762555204,1543.12,1545370538,1545343914,-26624
6762913244,1543.48,1545728578,,#N/A
6763413245,1543.98,1546228579,,#N/A
6763558046,1544.12,1546373380,1546346594,-26786
6763913247,1544.48,1546728580,,#N/A
6764413248,1544.98,1547228581,,#N/A
6764562555,1545.13,1547377888,1547351161,-26727
6764913249,1545.48,1547728583,,#N/A
6765413250,1545.98,1548228583,,#N/A
6765565767,1546.13,1548381101,1548354536,-26565
6765913274,1546.48,1548728607,,#N/A
6766413275,1546.98,1549228608,,#N/A
6766567491,1547.13,1549382825,1549355743,-27082
6766913276,1547.48,1549728610,,#N/A
6767413278,1547.98,1550228611,,#N/A
6767570594,1548.14,1550385928,1550359112,-26816
6767913280,1548.48,1550728613,,#N/A
6768413281,1548.98,1551228615,,#N/A
6768574155,1549.14,1551389488,1551362895,-26593
6768913283,1549.48,1551728616,,#N/A
6769413284,1549.98,1552228617,,#N/A
6769577401,1550.14,1552392736,1552365800,-26936
6769913287,1550.48,1552728621,,#N/A
6770413290,1550.98,1553228624,,#N/A
6770580140,1551.15,1553395473,1553367454,-28019
6770913292,1551.48,1553728625,,#N/A
6771415354,1551.98,1554230688,,#N/A
6771582733,1552.15,1554398067,1554371162,-26905
6771915356,1552.48,1554730689,,#N/A
6772415357,1552.98,1555230691,,#N/A
6772586726,1553.15,1555402060,1555375330,-26730
6772915359,1553.48,1555730693,,#N/A
6773415361,1553.98,1556230695,,#N/A
6773589578,1554.16,1556404912,1556377836,-27076
6773915362,1554.48,1556730695,,#N/A
6774415468,1554.98,1557230801,,#N/A
6774592387,1555.16,1557407721,1557380903,-26818
6774915500,1555.48,1557730834,,#N/A
6775415501,1555.98,1558230835,,#N/A
6775594545,1556.16,1558409879,1558382507,-27372
6775915502,1556.48,1558730835,,#N/A
6776415503,1556.98,1559230836,,#N/A
6776597234,1557.16,1559412568,1559385579,-26989
6776915505,1557.48,1559730839,,#N/A
6777415506,1557.98,1560230839,,#N/A
6777600033,1558.17,1560415367,1560388513,-26854
6777915508,1558.48,1560730842,,#N/A
6778415697,1558.98,1561231031,,#N/A
6778607560,1559.17,1561422894,1561394010,-28884
6778915700,1559.48,1561731033,,#N/A
6779415759,1559.98,1562231093,,#N/A
6779611170,1560.18,1562426504,1562400112,-26392
6779915760,1560.48,1562731094,,#N/A
6780415762,1560.98,1563231095,,#N/A
6780623716,1561.19,1563439050,1563416655,-22395
6780915763,1561.48,1563731097,,#N/A
6781415765,1561.98,1564231099,,#N/A
6781627921,1562.19,1564443255,1564416316,-26939
6781915766,1562.48,1564731099,,#N/A
6782415767,1562.98,1565231100,,#N/A
6782630957,1563.2,1565446291,1565419292,-26999
6782915768,1563.48,1565731102,,#N/A
6783415769,1563.98,1566231102,,#N/A
6783633187,1564.2,1566448521,1566421235,-27286
6783915770,1564.48,1566731104,,#N/A
6784415772,1564.98,1567231105,,#N/A
6784637356,1565.2,1567452690,1567426313,-26377
6784915774,1565.48,1567731107,,#N/A
6785415776,1565.98,1568231109,,#N/A
6785641331,1566.21,1568456665,1568430037,-26628
6785915777,1566.48,1568731110,,#N/A
6786415779,1566.98,1569231112,,#N/A
6786645748,1567.21,1569461082,1569434577,-26505
6786915781,1567.48,1569731114,,#N/A
6787415782,1567.98,1570231116,,#N/A
6787697208,1568.26,1570512542,1570509238,-3304
6787915783,1568.48,1570731117,,#N/A
6788415784,1568.98,1571231117,,#N/A
6788700036,1569.27,1571515369,1571488157,-27212
6788915785,1569.48,1571731118,,#N/A
6789415786,1569.98,1572231120,,#N/A
6789703066,1570.27,1572518400,1572491107,-27293
6789915787,1570.48,1572731120,,#N/A
6790415790,1570.98,1573231124,,#N/A
6790705949,1571.27,1573521283,1573494091,-27192
6790915792,1571.48,1573731125,,#N/A
6791415794,1571.98,1574231128,,#N/A
6791709382,1572.28,1574524715,1574497780,-26935
6791915798,1572.48,1574731131,,#N/A
6792415800,1572.98,1575231133,,#N/A
6792711880,1573.28,1575527214,1575499915,-27299
6792915803,1573.48,1575731137,,#N/A
6793415805,1573.98,1576231138,,#N/A
6793714610,1574.28,1576529943,1576501543,-28400
6793915806,1574.48,1576731140,,#N/A
6794415807,1574.98,1577231140,,#N/A
6794717696,1575.28,1577533030,1577505751,-27279
6794915808,1575.48,1577731141,,#N/A
6795415809,1575.98,1578231142,,#N/A
6795719919,1576.29,1578535253,1578507087,-28166
6795915810,1576.48,1578731144,,#N/A
6796415818,1576.98,1579231152,,#N/A
6796723197,1577.29,1579538530,1579511260,-27270
6796915820,1577.48,1579731153,,#N/A
6797415876,1577.98,1580231210,,#N/A
6797725894,1578.29,1580541228,1580513922,-27306
6797915877,1578.48,1580731210,,#N/A
6798415878,1578.98,1581231211,,#N/A
6798728189,1579.29,1581543523,1581515544,-27979
6798915879,1579.48,1581731213,,#N/A
6799415881,1579.98,1582231215,,#N/A
6799730261,1580.3,1582545595,1582517385,-28210
6799915883,1580.48,1582731216,,#N/A
